,label,tweet,masked_word_count,pattern_counts
600,anger,fix darah rendah te- gue tanya mas awat mas badan gue kan gedemasa iya darah segitu mas awat nyaut badan banyak lemakdarahnya sedikit sih anyiiiiing,0,{}
601,fear,teman meni teman sebut pindah agama semua satu muslim kristen hindu muslim moga beri jodoh iman jalan,0,{}
602,happy,cak kalian tengok langit malam woi cari bulan cantik sekali bulan malam besar tengah penuh binar binar wajah,0,{}
603,happy,pengin rasa pacu fisik biar tetap jaga puasa begini bikin labil siap puncak mandala diksar wanadri makin jauh tampak ayodong semangat,0,{}
604,anger,waduh mas mas omong kok koyo seh enggak semua kayak gt orang kalo enggak keplak duluan enggak bakal ngamuk kok wis talah enggak usah bikin twit kayak gt enggak dah untung hasil uang po enggak kan,1,{'USERNAME': 1}
605,sadness,kini kemarau panjang berbaris-baris doa kau kutuk hujan ba-an ku dengar tekuk lutut mu sungguh gersang hidup,0,{}
606,anger,coba kasih jelas pasu nya biar enggak ngebubarin aji ust alas hti ormas larang,3,"{'USERNAME': 3, 'URL': 1}"
607,happy,order dress gw enggak posting mana bahkan akun shopee diliburin doi tetap mau order via dm ig pribadi haru ngga,0,{}
608,happy,bagi orang lagu mungkin alay lagu pertama ai bawain pakai sound panggung lumayan bagus i was nothing back then,0,{}
609,happy,berangkat pagi ajar jam langsung cus mau kampus pesan gojek kali jauh sekolah mau halte busway te- panas terik macet panjang jalan banyak tilang naik tj alhamdulillah duduk jam jalan mac,0,{}
610,fear,heran si orang stres berkeliarab salemba minggu lalu habis pukul anak cowok kayak mana mau betah salemba memang sih rt rw lebih cepat tanggap keluh warga,0,{}
611,anger,lah bukan aku pernah tawar diri kamu sejak tahun lalu kamu kerja sales force mobil honda pindah suzuki deh tawar diri kok malah kamu blokir whatsapp aku,1,{'USERNAME': 1}
612,sadness,astaga baru bbrapa minggu enggak kabar kalian bareng event kok kangen miss you sok much guys,0,{}
613,happy,tadi tibatiba doa allah kalo memang bukan buat akuga baik buat aku tunjuk malam enggak jam jawab sama allah mashaallah alhamdulillah,0,{}
614,sadness,pakai arkana gue enggak main selalu diajarin te- jadi inget set-nya ti dendi miracle and etc tadi sore habis streaming eh enggak tanya,1,{'USERNAME': 1}
615,love,waktu awal kelas cuma duduk bang gua langsung deg degan jatuh hati lama menit sama orang gua kira freaky abis,0,{}
616,sadness,hari hari chatting chatting obrol makin pendek balas makin lambat hingga kamu hilang tak kabar akhir jadi orang asing,0,{'URL': 1}
617,sadness,nyinyir hijrah kamu hijrah cuma pengin mndapatkan baik modal dalil baik satu baik hmmm bingung deh sama orang seperti enggak happy lihat orang rubah diri jadi lebih baik,0,{}
618,anger,pagi-siang buat jengkel antri lama rsu siang-sore buat jengkel salah paham buru buru solo sore-malem buat jengkel mau buah lokasi ancernya enggak jelas lepas taraweh bareng fisika jengkel pagi hilang langsung mood balik bikin senang,0,{}
619,sadness,akun hapus pengin main deh kalo merhatiin perintilan kuliah anak munetan lihat notif grup numpuk dikit kudu buka makanya mending leave sekali kok curhat,1,{'USERNAME': 1}
620,happy,pokok begini tani nikmat setia kopi terimakasih selalu hadir damai hati pada aku bangga hehehe,1,"{'USERNAME': 1, 'URL': 1}"
621,sadness,line lapak rame antem bahas orang jawa omong pakai guelo te- bikin status pakai bahasa jawayg komen pakai bahasa jawa lalu aku menung aku tak erti,0,{}
622,happy,jadi tadi habis intern hari pertama te- jumpa deh te- senang banget siapin topik buat obrol optimal mungkin waktu minimum te- topik bikin gue emosinal habis mau menang tahan mcd too sweet be true,0,{}
623,sadness,bukan gue enggak mau ikut bukber dompet protes bukber mulu lu gue enggak isi isi dompet gendutin badan lu ku-in jangan balik oke sip besok ku lembur baghai qhuda,0,{}
624,happy,senang langsung rilis mini album pertama rilis april waktu kuliah semester dapat lagu ep sebut this how works,1,{'USERNAME': 1}
625,anger,rada kesal sama tamu minta kasih discon okey gua kasih gilir mau lebaran lu kabur semua anjir gua ajar tega kayak,0,{}
626,sadness,tanya tak habis kak lanjut bakal kapan punya anak anak apa anak sekolah mana blablabla kau lewat semua kak good luck,2,{'USERNAME': 2}
627,sadness,dekat jam malam gravitasi kasur sangat besar grup angkat nih kalau jam segitu baru mulai bahas topik uji lebih kompleks topik malam hari well,0,{}
628,anger,kamu mending kampanye nya masalah intoleran anti kebhinekaan ormas radikal pancasila wes ojok kakean macem-macem tambah lihat goblok mu bro,2,"{'USERNAME': 2, 'URL': 1}"
629,happy,selamat ulang tahun bosque sepurane telat moga sehat selalu lancar karir jodoh beri segala baik allah sebaik-baiknya orang tua beri baik lama amin,0,{}
630,happy,gue cukup gue gaji bwh jt segitu nabung target gue min nabung jtbln kantor gue slip kosan gue toamang kalo naik ojol pp rb kosan bln tempat nya layak bgt cuciin,0,{}
631,anger,jadi waktu dulu ember ngasitau orang kalo suka sama usaha ngomporin jangan suka sama duh padahal kalo mau balas mah situ masuk penjara kali otak curi hp teman sendiri choir,0,{}
632,love,aku tak genggam erat kau buah harap sederhana cara minta tuhan,0,{'URL': 1}
633,sadness,langkah kaki datang pergi kini tak sisa air mineral botol tak sentuh bangku antri kosong tak hun lihat datang ujung koridor jalan tegap cepat mata mu sinar senyum pendar aku tahu kamu rindu aku,0,{}
634,happy,dulu sering ngumpulin uang main diwartel buat telpon boneka poci bahasa inggris sama indonesiamitosnya disamperin,0,{}
635,sadness,jadi hari tiga gue nak gondong auk darimana asal gerah rasa tiap malam enggak tidur nyeri kepala,0,{}
636,sadness,aku kira aku datang coba sapa temu usaha buat baik pecah celengan rindu nyata aku salah semua ubah kau banyak habis waktu sama lupa rasa rindu ku ku milik untuk,0,{}
637,sadness,tak ingat kau dulu pernah janji bahagia diri lama tam arti cinta lalu hingga kau sama diri,0,{'URL': 1}
638,anger,teriak indonesia serang tka asal china padahal wan abud order plastik sampah jermanm bikin pabrik kali,0,{}
639,anger,waketum gerindrong dongo instagram hapus pihak kalian langgar hukum fotofoto depan kabah langgar hukum,2,"{'USERNAME': 2, 'URL': 1}"
640,happy,selalu tunggu pagi manusia kirim pesan singkat isi selalu sama hari pr apa pukul bangga rasa satu-satunya gadis kepercayaan-nya sekolah lebih sring curht masalah kelurganya,0,{}
641,sadness,kalo gue sik memang habis hilang orang deket bilang cuman tahap bangunin sahur-zone lah ahhhhhhh sial tayo tayo benar apa kata lu bang memang jadi gila,0,{}
642,sadness,kalo gue sik memang habis hilang orang deket bilang cuman tahap bangunin sahur-zone lah ahhhhhhh sial tayo tayo benar apa kata lu bang memang jadi gila,1,{'USERNAME': 1}
643,anger,ini contoh manusia buta matanyaudh tau oce dp tipu muslihatmau bilang paktanyaudh enggak waras loe,2,{'USERNAME': 2}
644,anger,sulit percaya oceh sih -di nasution jaga toko mas kimak tukang bikin hoax tarkul sana kok lae nasution,2,{'USERNAME': 2}
645,fear,buat teman teman kuliah bidang sehat pernah enggak sih kalian rasa insecure sama masa depan contoh begini gue kadang rasa was was gitu masa depan gue jadi dokter capable,0,{}
646,fear,biar asal jangan naudzubillah berat pertanggung-jawabannya jelas gelar tahta harta duduk jabat bawa mati semua jadi panggil akhir lekat alm almh,2,{'USERNAME': 2}
647,happy,dulu tugas kuliah translate - halaman waktu minggu sambat enggak habishabis tiap hari sekarang hajar translate berhalam halaman deadline less tahan hours bu lah motivasi semangat hehe,0,{}
648,sadness,kalo tengah malam begini otak sama hati kok rasa empty bgt saking emptynya ngejurnaling soal patah hati eleuh eleuh luka kok bangga muluk sik neng,0,{}
649,happy,terkadang teman cukup kamu butuh keluarga tanah rantau thankyou for being my second family here guys cuma depan kalian aku ketawa puas enggak jaim,0,{}
650,sadness,paham dar izin tamu cerita bukan tulis baru kertas dar cerita buku bawa buku halaman baik habis waktu pamit,0,{}
651,sadness,malah lebih pilih cerita baru lebih banyak waktu izin tau mana tinta habis mana buku tutup tepat beberapa hari lalu buku tutup gegas pamit,0,{}
652,happy,eheheheh apasih minggu kemarin tema semesta soal nikah enggak kepemgen sihtp kalo diliatin mulu soal kan jadi kepoternyataseru kalo lihat,0,{}
653,happy,biar pulpen jadi kenang ingat pernah datang tamu cerita hingga tulis senyum pernah hilang tawa selalu ingat terima kasih tutup lagu,0,{'URL': 1}
654,anger,nama orang sirik dengki deh sekarang mah hidup cuma harap tuhan yesus kasihan sama gue krn hidup singkat ginigw enggak jahat sama orgmalah orangorang jahat sama gue masa cuma pengin pindah kanada bilang khayal tinggi omg very confused me,0,{}
655,love,kasmaran narkotik kau bandar aku bagai candu rela gadai jiwa tatap mata sekali garis waktu pengin ngetag nama orang ah sudah,1,{'USERNAME': 1}
656,anger,elah gue enggak mau kok hidup tngh kelilingin sodara mama gue jahat siri gila jahat dengki bocengli najisin banget enggak sudi gw tetap pindah kanada sama hubby gue mapan n mature dong,0,{}
657,anger,wah lihat goblok kalau bangsa masa waste system tempat sampah jerman gubwagub temuin mas ikan konsep tangan sampah integrated beliau rencana presentasi,4,"{'USERNAME': 4, 'URL': 1}"
658,love,rindu mulai cair sebentar uap peluk kasih erat pasrah akan jiwa ikut terbawatunaikan,0,{}
659,sadness,kadang suka miris lihat jalan daerah pelosok bangun sama perintah pusat enggak nyediain pedestrian pis,0,{}
660,sadness,baru tau suami segitu cemburu isterinya tanda bekas gigit nyamuk tuduh habis cupang orang,0,{'URL': 1}
661,anger,biasa jam gin sinyal bagus nah tetap aka buruk sama kayak siang hari makin hari kualitas sinyal makin kacauu,1,{'USERNAME': 1}
662,love,alas nama ria manusia nama ria tertawa walaupun ada sedih sekalipunkata orang tua ituthanks god i cintad them,0,{}
663,happy,kerja kantor malang rejeki jadi seksi sibuk temen-temen mudik malang taun enggak mesti pulang sekali rejeki rejeki susah nilai pakai nominal gaji gede apa alhamdulillah,0,{}
664,anger,kamprettt slain otak kriting otak jungkir balik selalu koar konsisten juang tahun capres n cawapresny prabocor gatot n prabocor tgb sekarang mana nol besar koar ganti plesinden hedeh kamplettt bego napsu lo,1,{'USERNAME': 1}
665,anger,padahal cuma diam aja omongin indak diam hahah bagus sih indak diam diam oceh sih jatohnya sama aja omong,0,{}
666,happy,banyak banget tanya pas tau hape apps twitter emang jaman main twitter yaelah hari begini main twitter ngapain ngapain main twitter coba hehe cuman sih senyum kalo balik main twitter,0,{}
667,anger,lu pengin tonton film bioskop enggak punya tiket te- lu ikut nonton lah kalo paku payung kasih nyawa enggak tiket tetap maksa tolol sih,0,{}
668,anger,jujur enggak lg hina remehin hina sodaraw pihak mama gwada sepupu setan dengki semua sih lina gue sumpahin segera mampus sok kayak belagu rasa kayak banget kali norak enggak lama bongkar tipu mau lihat bakal sukses ahahhah najisin tuh sepupu,0,{}
669,happy,mau ucap happy birthday buat nursehah moga berkah umur murah rezeki sehat selalu makin rajin ibadah tetap jadi wanita kuat inspirasi banyak org wish lu all the best girl,1,"{'USERNAME': 1, 'URL': 1}"
670,sadness,lah ken -- tanya paling gokil pas ketemu ulang mbok kalau kangen doi chat aku mana selalu tau ken ngapain kalau aku cemburu chat hak kalau kamu mau chat hak,0,{}
671,anger,kalau berita posttingan sih juned benart- mnghadirin acara siapamasanda jangan purapura ediotudh jelasjelas hadir acara politikus pecun,7,{'USERNAME': 7}
672,anger,kapooook enggak bakal gue mau ketemu kumpul smsepupu bangsaaat anjrit tipu korup belagu sirik dengki anjiiing lo enggak lama mampus lo lihat rumah cicil hasil nipu kapan lihat hahaha god never sleep,0,{}
673,anger,tokoh n capres abadi orang gagal masa laluny arti orang paling benci allah prabocor otakny bocor bocor bocor pengikutny apa otakny moter,3,{'USERNAME': 3}
674,anger,atuh kristen jahat lo mah mampus mah neraka lo sama laki lo tipu korup bangga najisssin banget lo sial gw nikah sama duda tajir mapan enggak undang lo catat lihat gw dendem sama katakata lo sepupu iblis cln huni neraka,0,{'URL': 1}
675,happy,habis fotocopy jilid gelontor dana banyak lebih tengah juta sih owner baik hati tawar tumpang antar rumah waaaah alhamdulillah,0,{}
676,anger,baru keluar goa lu enggak tau presiden lu ancam bunuh dikacungin sama bicah viral video nya enggak mungkin kalo enggak tau parah lu,3,{'USERNAME': 3}
677,anger,samaadiknya tuh sih lita gue enggak mau akrab coz mama gue benci banget sama maklum mama gue sodara keluarga turun saraf jadi banyak jahat sial dengki sama gue memang sodara mama gue,0,{}
678,anger,paling kesel sama orang kalo duduk leseh padahal lega lebih pilih dekat te- niban dengkul sama dengkul,0,{'URL': 1}
679,anger,situ mau ngelacur mana n bayar berapa bukan u- sini sini cuman gasukak kalo situ salah gamo minta maaf etapi bukan u- situ sih sini mau suka orang enggak sama situ,0,{}
680,anger,sbnrnya gue tau mama gwtuh sih daniel disetujuin kalo gue pengin nikah sama bule tetap asal bule tau lihat depan mata tp daniel kan kalo mau sama gue mau numpang hidup doang woii enggak deh amitamit turun enggak deh jangan geer lo daniel gue enggak bakal pilih lo gue mau cari duda mapan,0,{}
681,anger,kelas emerson laku apa kalo bukan kerna kebencianya lupa kalo diketawain nyata junjungannyasonsongagal maning,0,{}
682,sadness,kecil aku dulu jaman orba sering kalo lebaran begini ajak ibu pasar beli baju aku suka enggak kebel ibu nawarnya mentok banget biasa anak banyak ekonomi tak tentu waktu,0,{}
683,happy,orang ajaib sihtadi becandaan receh sama gue nyeletuk omong apa te- tautau ngakak kaget neng,0,{}
684,anger,kagak lah gue bukan cewek tolol sih daniel cowok bule mau numpang hidup jakarta sama ce kasih mudah hidup sini enggak deh sorry biar jelek tua gue enggak sudi dimanfaatin doang,0,{}
685,happy,mau ucap happy birthday buat de nursehah moga berkah umur rezeki sehat slalu makin rajin ibadah tetap jadi wanita kuat inspirasi banyak org wish lu all the best girl,2,"{'USERNAME': 2, 'URL': 1}"
686,sadness,usaha tahan situasi teror bagai sisi kaum hawa lain kagum paras manusia cerita belum bully terlalu sering dua kirim bagai surat ancam bagai kaum hawa kelas brbeda,0,{}
687,anger,jujur cukup goblok gila gue sadar gw pengin segera keluar lingkar setan hidup sini banyak sodara dengki n jahat sama gue enggak kuat gue n utama sepupu sial cln huni neraka sih lina n laki n sih lita najiiiis lo sial,0,{}
688,fear,singkat cerita sikap die cool cuek cintad dark pendiem abis marah tb tb ubah jadi caper humble warna karismatik play boy gt malah kalo menrut gua pribadi sikopatnya makin lihat jelas,0,{}
689,sadness,perasaanqu tonton orang sedang shooting videoklip tiktok jijik gatahan pengin ikut goyang jari yawlaaaaaa kuat hati hama,0,{}
690,happy,benar benar ketawa enggak habis habis gue ingat lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon puter puter,0,{'URL': 1}
691,happy,kemarin sore customer order grabcar minta antar nasi kotak orang tua dirumahdan alhamdulillah beri nasi kotak buka puasa moga rejekinya lancar mas cc,2,"{'USERNAME': 2, 'URL': 1}"
692,anger,belakang bejibun nanya mi bagaimana sama sih x jarang bareng sekarang mi sih kali kayak begini kayak mi sih kali kok begini si mi sih kali dekat sama sih well sih kali memang sahabat gue bukan arti segala u- sih kali gue tau,0,{}
693,anger,te- dong harga privasi kalaupun gue jelasin semua kalian kalian enggak bakal erti kalian pikir sudut pandang kalian sendiri bukan sudut pandang gue atau sih x sahabat gue jadi udahlah,0,{}
694,anger,kalian semua asumsi bijaksana jangan omong sana-sini cari bukti ujung fitnah thanks for you guys erti banget enggak omong enggak engga,0,{}
695,anger,then kalaupun gue jarang sama sih kali akhir-akhir mungkin sedang pasuk dinamika teman rumit yey nama manusia slek-slekkan nya lah enggak mungkin akur te- enggak asik dong akur te- te- gue mesti jelasin lu semua nanya enggak kan,0,{}
696,anger,parah sih kalian mikir kalau cewek sama cowok sahabat selalu jebak cinta so please gue harga kalian tanya kalian peduli sama jangan pikir suka kalian alas fakta enggak enggak dong,0,{}
697,anger,woy kafir kalo bicara mending surabaya soeharto lebih mending sby kafir dungu lgi jaman surabaya enggak tuh gerakn ganti presiden kalo memang lebih bagus sby,1,{'USERNAME': 1}
698,happy,emak anak beliau wanita hebat bimbing semua departemen gawat darurat terima kasih emak ibu psc dinkes kab tegal sungguh proud meski sedang punya anak usia sekolah satu toodler beliau tetap stay jam konsul,0,{'URL': 1}
699,happy,main semak semak gapakek sendal masuk hutan ular setan gapeduli penting menang btw ingat enggak nama,0,{'URL': 1}
700,sadness,mbir dibilangin kan enggak orang juang hidup diri sendiri jadi enggak usah harap biar enggak kecewa,0,{}
701,sadness,sekarang beda banget sama pas sama tanah rantau benar benar sadar kalo enggak semua orang bahagiagak semua orang tulus,0,{}
702,happy,pertama kali ngetwit muncul marak rajalela masa nakal remaja berangsur-angsur lebur raih cita indah,0,{'URL': 1}
703,sadness,iya kii tau luu emak gua idam awin sama pmarahan charles keduluan awin sama bapak gua,2,{'USERNAME': 2}
704,anger,suka indak habis pikir sama orang katai musibah timpa orang anggap azab ktk timpa golong sebut coba ku misuh matane,0,{}
705,anger,orang kayak memang kasih ajar kalo bukan kritis siapa berani belakang haha,0,{}
706,anger,waktu kalian jadi oposisi era pak harto pak sby kalian mudik lewat jalan tol jembatan labuh bangun era pak hartosby logika pakai admin dungu bikin anjlok elektabilitas pak cc cc,6,"{'USERNAME': 6, 'URL': 1}"
707,anger,hidup th hidup hambalang hidup ektp hidup pln mangkrak kata padahal korupsi,3,"{'USERNAME': 3, 'URL': 1}"
708,anger,kerja nongkrong tiap hari buka luar tiap hari sekali kasih acar buat semua masuk - kasih worth budget segitu malah enggak mau ibu alesan akhir gajadi puki,0,{}
709,happy,hehe yamungkin memang enggak rasa kayak thanos benar punya batu cincin terima kasih loh diucapin sahur,0,{}
710,happy,kalo telepon pakai hp paling lama detik detik gratis detik baru kena pulsa tut tut halo dmn matiin tlp tut tut angkat tlp drmh matiin tlp te- eneg,0,{}
711,sadness,iya pengin ikut kemarin malemnya kayak kurg enak badan pilek batuk eh kt-an samp sore jadi enggak enak mau prgi pengin halal bi halal ath ntr yuukkk,0,{}
712,sadness,gua kelas sd bawa hp buat hubungin mama tau tau colong temen gua diam bego emg bibi kantin ngabarin nyokap gua langsung datang lah mama te- bapa minta maaf eh beberapa hari kemudian anak pindah sklh,1,{'USERNAME': 1}
713,sadness,aku asa paling sesak terima undang nikah mantan mantan saing mantan gebetan mantan pacar manatan teman mantan-mantan lain,0,{}
714,happy,gue lampung kiwheeewww nadia mau sidang ajee selamaad yaaapa kabar kakak satriaudahan blom,3,{'USERNAME': 3}
715,happy,seluruh kelas tertawa yandi nyeletuk bilang tanya anak sd lu mah hahahaha semua orang anggap tanya yandi guyon,0,{}
716,sadness,habis jengukin teman sakit parah te- terenyuh sama kata enggak takut sama sakit cuma takut ramadhan enggak berkah allah mohon doa buat sembuh teman kantor tb adriana pramudya bin tb dasep,0,{'URL': 1}
717,anger,rupiah jatuh anjlok ramai menyalah-nyalahkan perintah gilirah rupiah naik kuat mingkem sekarang anggota dpr menyalah-nyalahkan polisi pas bom ledak salah perintah gue jadi sekjend pbb,0,{}
718,happy,diucapin happy birthday sama bapak heran gua kan lewat bulan lalu nyata dasar kalender hijriyah tepat hari ramadhan h gua lahir i accept that,0,{}
719,sadness,ku sudi koh aku disable instagram terlalu sampah explore segala anak balita ajar buat tiktok,0,{'URL': 1}
720,anger,enggak usah jelasin bang biar cari berita sendiri padahal jelasin gimane kronologis nye sama orang bantul nye sendiri memang otak nye pade lola,1,{'USERNAME': 1}
721,sadness,hahah asal wifi dy lah enak punya kerja mah ngisi waktu sama kerja apa kabar aku nganggur pas libur,1,{'USERNAME': 1}
722,anger,temanteman masa kecil turned out being asshole kalo cewek jadi ukhti hijrah kalo cowok jadi abdi negara rasa semua statement ku sosmed sangkal orangorang kayak gitu parah kalo pacar bangsat,0,{}
723,anger,enggak usah aminin doa lu enggak mustajab sama kayak orang umroh niat politik enggak qobul lu kira dngn kampanye teriak takbir sang cipta bakal ikut nyoblos,0,{'URL': 1}
724,happy,pasang raut pensil cermin sepatu buat ngintipin celana teman sekolah cewek,0,{}
725,anger,buah bukti di-indonesia jadi orang gubernur cerdas moral bodoh dongok,0,{'URL': 1}
726,happy,pulsa bapak kok cepat habis yaa gatau pak senyum hati hasil download banyak game waptrick,0,{}
727,anger,akhir tangkepin polisi enggak nolongin kan kasihan memang sih jamaah nya bloon mau tipu pakai ayat al-quran jual beli ayat syahwat kuasa,0,{}
728,sadness,jadi waktu sama tuh aku pengin banget nama awat klinik cantik macam erhanatasha deh sama mama benarbenar larang banget suka marah kalo aku ngrengek minta awat,0,{}
729,anger,jual buat beli rubicon hummer baru lumayan buat aset modal nyapres beli tanah luas buat kata juang gera jamaah cuma gitu-gitu aja cari kerja sana-sini malak thr sama orang cina aduh guwoblok,0,{}
730,happy,tapiii efek baru rasa sekarang muka jadi tipe muka less problem hehe kalo jerawat cuma pas pms doang kalo breakout ilangnya cepat padahal cuma biar doang enggak minyak,0,{}
731,happy,hmmm mungkin senang kalo kasih kado kalo buat ingat tanggal lahir anniv wes bahagia rasane,0,{}
732,love,luar biasa juang buat wujud angan jadi nyata terimakasih sayang karen ikut menang saat aku menang i love lu sok much,0,{}
733,anger,te- apa slh beliau mngatakn isi hati sedih kalo impor jadi presiden negara kan pak jkw bukan symikir woi,0,{}
734,happy,tuhkan apple tuh kalo kasih update enggak tanggung - tanggung hp paling jadul beri update enggak kayak android tahun tahun ditinggalin,0,{'URL': 1}
735,sadness,lucu sih pasang tukeran pas ig komitmen kalian embel percaya apa pasang kalian tukang selingkuh haha ciyaaaaan,0,{}
736,sadness,menang mewek enggak karuan gegara galau pulang apa enggak akhir gue putus enggak pulang kasihan emak ayah gue mudik mahal cooy,0,{}
737,anger,wah terlalu gaes mosok anakanak bawa bawa politik enggak jelas malah cenderung ujar benci fitnah mohon ceck dong,7,{'USERNAME': 7}
738,happy,sih rhia kok temenya cowok semua biar apa biar enggak tikung biar enggak omong belakang biar jagain biar enggak nyinyirin biar antar jemput kalau mau main hahaha,0,{}
739,sadness,pola tidur gue beranta yawlaaaa sejak hari minggu lalu tadi baru benarbenar merem kalau habis sahur deh set musti bangun buat kerja,0,{}
740,happy,zaman sd temenku cowok nih salah satu dulu suka main desa seba nyebarang kali wkk entah suka bikin prakarya padahal berantakin rumah jual lotre dulu wkk pengin ngaqaq kalau ingat,1,{'USERNAME': 1}
741,happy,congrats for me walopun enggak aktif banget aku dedikasi twitter bangtan banyak ubah waktu kau wkt wow,0,{'URL': 1}
742,anger,dear coba jelas tb sms kayak paling bawah minus k kan kaget bangun nyalain hp langsung palakin gitu terima kasih,3,"{'USERNAME': 3, 'URL': 1}"
743,sadness,gue maklumin omong mommy gue memang enggak bakal setujuin gue suka demen cowok umur beda jauh makanya cari duda mapan umur,0,{'URL': 1}
744,anger,bupati purbalingga jawa tengah tasdi pecat ketika pdi juang pecat masa nyaleg bebasaneh bin ajaib,0,{'URL': 1}
745,anger,mau hadiah khayru ummah perintah suruh maruf cegah munkar ogah ibarat pengin kenyang ogah makan,2,{'USERNAME': 2}
746,anger,begini teroossjawaban kalian template gue enggak butuh jawab template pesan gue tanggal mei gue cuma suruh tunggu enggak jelas inicm jakarta tng lhomo bilang apa jwabnya sabar kak ujia,3,{'USERNAME': 3}
747,anger,mimpin jadi bupati tasik enggak jadi gubernur aduh kang tuh kabupaten tasik oge pr akang banyak malah masyarakat tidap puas kerja akang sekarang pengin jadi gubernur cing atuh mikil,0,{}
748,anger,coba lama masa jabat pak apa laku indonesia segani bangsa bangsa mana segani indonesia,3,{'USERNAME': 3}
749,anger,benar langgar bawaslu lawan politik nya apa beliau ah lah makin terjun tuh image beliau masyarakat,2,{'USERNAME': 2}
750,anger,terlalu perilaku cundang itujelas buronanpny tutur kata kasarintolerananti pancasila kok disambangiemang anggap enggak ulama baik negara,0,{}
751,anger,apa dasar ngakaknya baca kok cuma satu ayat gua biasa aja kapai marah ateis justru sangat geli gua sembah charles darwin segala teori tahayul konyol,0,{}
752,anger,ha- manusia kayak begini bikin negara sendiri kali te- kloning diri sendiri jadi banyak biar rasai enak enggak ngadepin diri sendiri selalu enggak mau terima masuk alas orang,0,{}
753,anger,percuma bukti numpuk deflasi berani lihat kasus munir kurang apa bukti lihat kasus udin bukti malah disingkirkandihilangkan sengaja kasus lain,0,{'URL': 1}
754,happy,mungkin kalo dicandid cewek tonton heboh ikut karaoke massal pakai botol air mineral bak nyanyi profesional keren totalitas mbak,1,"{'USERNAME': 1, 'URL': 1}"
755,anger,orang wajib penjara wajib dilaporkanini orang pecah belah,1,{'USERNAME': 1}
756,anger,isu kristen sama isu bangkit pki data minim fakta bila tak lebih oembingkaian kuar konteks isu buat bangkit hantu untung politis ekonomis,0,{}
757,anger,makna suatu hubung butuh waktu tahun tahun mungkin banyak ajar dont be needy lah kalo jadi cewe pacar lo punya masa depan prioritas pacar lo punya hidup elo,0,{}
758,anger,bagaimana mau kejar masa depan pas tidur lo paksa datang kosan pas tidur lo cubit cubitin ganggu ganggu kaya gt tengah malam mesti anter lo balik pagi nya sih cowok bablas,0,{}
759,anger,beri jelas uang sayadan langkah nasabah milik problem inisudah satu bulan lebih lohtolong bank mandiri utama kantor cabang sabang jakarta pusat,1,{'USERNAME': 1}
760,anger,isu kristen sama isu bangkit pki data minim fakta bila tak lebih bingkai luar konteks isu buat bangkit hantu untung politis ekonomis tahyul bahlul,0,{}
761,sadness,kasihan fh bangun pagi kerja mau kantor pks terimah info kawan pks mau kawan bedah partai mau perintah aku partai mana kasih yah balik kampung,1,{'USERNAME': 1}
762,anger,indikasi bakal jadi akhir tahun tengah banteng saling adu kepala akhir jengkang kapar semaput lawan banteng tinggal kenang,0,{}
763,sadness,cilacap cinta lama gagal ucap purbalingga purapura bahagia lihat paling ber keluarga semarang sedikit rindu orang sayang cilandak cinta lama datang dadak makan sari roti saking rindu robek hati,0,{}
764,love,nona perlu takut gerimis kan ku siap rumah teduh barangkali ubah jadi hujan angin,0,{}
765,sadness,life style ubah gaya hidup pola makan utama santai jalan bunuh sadar konyol mayoritas enggak peduli kalau sakit desperate salah genetik faktor kali,0,{'URL': 1}
766,sadness,percaya kata lelaki utama aku mati siksa zaman mati tak kunjung tiba aku lupa tuhan jauh aku jauh aku tahu apa iya penting sejak lupa,0,{}
767,happy,twitter kemarin cuma retweet enggak nge-tweet kalo mau nge-tweet not responding mulu excessive use perhaps lol sekarang yeay,0,{}
768,sadness,enggak semua sih banyak serius mungkin ketemu mungkin ketemu terlalu lalma kena modus jadi too sensitive lewat,0,{}
769,anger,hari coba transfer atm bbri ac bri bbmr lah kok gagal semua atm bri kok telo malu yakatanya punya satelit malu banget bagaimana jelas nya,2,{'USERNAME': 2}
770,anger,yaelah sabar vid lebaran monyet enggak bakal ditanggapin cepat kalo enggak sering serang follow up tajam langsung plasa telkom telepon alam sering banget soal,2,{'USERNAME': 2}
771,happy,selamat leta batu pertama pmbangunan universitas islam internasional indonesia uiii moga islam indonesia damai toleran benarbenar jadi rujuk islam dunia kelak cc pak menag,1,"{'USERNAME': 1, 'URL': 1}"
772,sadness,turut tanggung atas tinggal dr ramona sari - jawat aktivis salah satu juang paling tangguh hak sehat seksual reproduksi perempuan indonesia moga maha kenan peluk pulang tuhan beri tuhan ambil,1,{'USERNAME': 1}
773,anger,nelfon cs suruh tunggu buat lapor menit and still go on kabar cs cuma suruh tunggu ngapain lama banget aneh,1,{'USERNAME': 1}
774,sadness,masa lalu tanam ingat kamu te- tu- mengingatnyalalu apa aku samping apa aku tempat sandar,0,{}
775,happy,bagus akhir kamu ateis murid mumun aku sembah teori darwin konyol tahayul selamat,0,{}
776,anger,memang childish alias kekanakkanakan dekat bego overacting ajar dulu undang jadi jabat jangan malu dong tanggap nyata sandiaga uno pakde karwo kritik saran jabat negara lewat mendagri https,1,{'USERNAME': 1}
777,sadness,pesan masuk sexual harrasement sih enggak bilang biasa aja budaya paham patriark nya tinggi memang lihat enggak penting coba laku saudari kalian temen pacar - tetap semangat gita via,0,{}
