created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 13 17:32:45 +0000 2024;1757457798164803946;""PEMILU 2024: Siapa Ganti Jokowi Untuk Pimpin Indonesia?"  Anies Baswedan, Prabowo Subianto, Ganjar Pranowo.  Salah seorang daripada 3 nama diatas bakal menjadi Presiden Indonesia ke-8 menggantikan Joko Widodo dalam Pemilihan Umum 2024 hari ni. https://t.co/uUCrN3IQpn";41;11;278;771;in;1061577921381298176;1757457798164803946;AzizulFarhan2;https://twitter.com/AzizulFarhan2/status/1757457798164803946
Tue Feb 13 17:32:37 +0000 2024;1757457762853040167;"@pliarza Gak bisa. Kalau saya pengen nya UU pemilu diubah menjadi 1. Hanya bisa 1 periode dengan masa bakti 8thn 2. Peserta capres dan cawapres tidak blh ada hubungan darah dgn presiden atau wakil presiden sebelumnya, agar menghindari KKN dlm pemilihan";0;1;0;0;in;73353040;1757121422047228062;sultansulaimann;https://twitter.com/sultansulaimann/status/1757457762853040167
Tue Feb 13 17:32:08 +0000 2024;1757457643520897503;"@ethadisaputra Pemilu di zaman Orba mmg bukan buat milih Presiden..tp Wakil Rakyat alias Aleg. Presidennya dipilih &amp  diangkat oleh MPR.";0;0;0;0;in;1365942073912815622;1757416707399004500;mindlipstick;https://twitter.com/mindlipstick/status/1757457643520897503
Tue Feb 13 17:26:01 +0000 2024;1757456102785171537;"Tahun 2019 aku memilih presiden untuk pertama kali dan tahun ini adalah tahun kedua sebagai voters, tahun ini tetap memilih "orang yang sama", temen temen sebangsa dan setanah air setelah pemilu ini berakhir semoga tidak menjadikan kita sesama manusia menjadi seorang pembenci.";0;1;0;0;in;1391608459368435712;1757456099635249359;almiiraarr;https://twitter.com/almiiraarr/status/1757456102785171537
Tue Feb 13 17:25:32 +0000 2024;1757455979367870728;"@Dwynna_Win Real kak, bahkan aku sampe doa nangis nangis buat pemilu kali ini, bahkan ini first time aku berdoa tulus nangis buat satu calon presiden. Semoga aja pak Anies menang🙃";1;0;0;23;in;1676903155240697856;1757441193061826837;swe3t_mesya;https://twitter.com/swe3t_mesya/status/1757455979367870728
Tue Feb 13 17:24:35 +0000 2024;1757455741789909408;"for all those peeps yang besok punya hak nyoblos legislatif, please gunain suara kalian dengan bijak untuk milih caleg caleg  dikursi parlemen supaya bisa ngewujudin Check and Balance di Trias Politica kita.   ingat, Pemilu ga hanya untuk Presiden dan Wakil Presiden❗❗";0;1;0;0;in;1072473807221223425;1757455741789909408;skiesbadly;https://twitter.com/skiesbadly/status/1757455741789909408
Tue Feb 13 17:19:39 +0000 2024;1757454499378344445;"@gembokanaina Gini deh dari banner aja udah jelas "kecurangan pemilu 2024" dan ada logo "presiden" di atas papan catur. Kamu ngeh ga sih kalo kecurangan yang disebutin semua itu adalah kecurangan yang dilakukan oleh pemerintahan atau rezim sekarang?";0;0;0;0;in;1179532987844575233;1757344568813695369;hilmantm_;https://twitter.com/hilmantm_/status/1757454499378344445
Tue Feb 13 17:18:40 +0000 2024;1757454252421824772;"@neuranlogy mamah masak sarden jangan lupa minumnya jamu pemilu pilih presiden kalau valentine pilih kamu https://t.co/7pnVQxcQ5N";0;1;0;2;in;828059286991466497;1757450983377166492;karensinau;https://twitter.com/karensinau/status/1757454252421824772
Tue Feb 13 17:17:09 +0000 2024;1757453873114230898;"@dmarvine @graccesh @piyopikavet Tutup terus panggil bksda supaya diurus tuh binatang2. Perlahan dikembalikan ke habitatnya. Cuman si bego gak mau...karena lagi pemilu. Gak mau ntar orang komen "menantu presiden gak becus ngurus kebun binatang sampai tutup"";0;2;0;0;in;1689817966798663680;1757375401863889302;randommartyr;https://twitter.com/randommartyr/status/1757453873114230898
Tue Feb 13 17:13:23 +0000 2024;1757452924115202112;"Baru di pemilu ini indra ke-7 diasah jauh lebih keras dr sebelumnya, buat nyoblos yg pantes jd presiden ke-8.";0;0;0;0;in;173441574;1757452924115202112;tigormarpaung;https://twitter.com/tigormarpaung/status/1757452924115202112
Tue Feb 13 17:13:11 +0000 2024;1757452872181330428;"@gembokanaina Lahh teknis film mah tanyain lahh ke directornya, itu kan asumsi gw sebagai penikmat dan judulnya aja jelas kok kecurangan pemilu 2024 dan ada logo "presiden" di bannernya yang kalo belum paham  dokumenter ini ngebahas kecurangan rezim sekarang di pemilu 2024";0;1;0;0;in;1179532987844575233;1757344568813695369;hilmantm_;https://twitter.com/hilmantm_/status/1757452872181330428
Tue Feb 13 17:10:28 +0000 2024;1757452191114441027;"Besok pemilu, semoga siapapun nanti presiden yang terpilih bisa lebih baik dari Presiden sebelumnya serta Indonesia bisa lebih maju lagi.   JANGAN GOLPUT YA MOOTS! Suara kita menentukan nasib Indonesia 5 tahun ke depan 😉";0;0;1;1;in;2888320880;1757438825419391281;Febxxous;https://twitter.com/Febxxous/status/1757452191114441027
Tue Feb 13 17:06:11 +0000 2024;1757451112066822464;"Sementara pemilih yang terdaftar sebagai DPK dapat mulai menggunakan hak pilih sesuai alamat KTP-el mulai pukul 12.00 sd 13.00. Jangan lupa bawa KTP elektronikmu ya..    Pada Pemilu Tahun 2024 kita memilih Presiden &amp  Wakil Presiden, DPR RI, DPD RI, DPRD Provinsi &amp  DPRD Kab/Kota";0;2;0;1;in;833529943246073856;1757451108099010762;kpu_kotabekasi;https://twitter.com/kpu_kotabekasi/status/1757451112066822464
Tue Feb 13 17:02:59 +0000 2024;1757450304738705475;"yaAllah semoga hari ini yang jadi presiden yang bener bener peduli sama indonesia, yang bukan menghalalkan segala cara, semoga pemilu kali ini ngga ada kecurangan sama sekali, semoga kali ini semua kebenaran terungkap, kabulin doaku yaAllahh";0;1;0;1;in;1382337042852454405;1757450304738705475;noturbussine5s;https://twitter.com/noturbussine5s/status/1757450304738705475
Tue Feb 13 17:02:21 +0000 2024;1757450146684842066;"Selamat Buat Pak Prabowo yang menjadi Presiden Indonesia Berdasarkan Hasil Pemilu Hari ini 😎";0;0;0;0;in;1203586345983041537;1757450146684842066;criszardin;https://twitter.com/criszardin/status/1757450146684842066
Tue Feb 13 17:01:14 +0000 2024;1757449865351807343;"@ryanffebrianto Trump tuh unik, saat jd presiden banyak yg ga suka. Ga kepilih lg d pemilu ke-2 banyak yg seneng. Tapi pas joe biden jalanin pemerintahan, lebih mending trump yg jd presiden daripada biden 😅";0;0;0;0;in;268906200;1757212383347646837;Ragusma14;https://twitter.com/Ragusma14/status/1757449865351807343
Tue Feb 13 17:00:24 +0000 2024;1757449657943568644;"Bismillah ya semoga besok acara pemilu lancar dan ga ada kecurangan, adapun kalo yg kita takutkan jadi presiden kepilih, semoga ga se-menakutkan itu nantinya. Semoga lebih baik dah dari yg 10 tahun ini, harapannya itu aja sik";0;0;0;0;in;242491098;1757449657943568644;Dinayyss;https://twitter.com/Dinayyss/status/1757449657943568644
Tue Feb 13 16:59:06 +0000 2024;1757449328611012678;"@Nabi_Urban Masih pemilu aja kaya gini, apalagi jadi presiden nanti";0;0;0;0;in;1329680598454079488;1757335294762967379;earthnquake;https://twitter.com/earthnquake/status/1757449328611012678
Tue Feb 13 16:57:39 +0000 2024;1757448965166182889;"Udah dititik dimana pengen cepet” beres pemilu, udah bodo amat yang bakal menang a,b,c. Yang penting pilihan yg gue pilih skrg udh tepat menurut gue, dan siapa pun nanti yg jadi presiden gampang kan lah cari pekerjaan untuk masyrakat yg butuh sekali pekerjaan untuk bertahn hidup";0;0;0;1;in;1457998588097679361;1757448965166182889;RifqiNaimullah;https://twitter.com/RifqiNaimullah/status/1757448965166182889
Tue Feb 13 16:56:28 +0000 2024;1757448668289151041;"@realfedinuril saya tunggu Mas Fedi jika presiden yg nanti terpilih tidak sesuai dengan janjinya dan malah memperburuk, apakah Mas Fedi masih aktif dan berjuang seperti menjelang pemilu.   Terima kasih Mas 🙏🏽";0;0;0;0;in;62484754;1757428509927256302;ibrahimprims18;https://twitter.com/ibrahimprims18/status/1757448668289151041
Tue Feb 13 16:53:19 +0000 2024;1757447874093494313;"Jelang Pemilu yang digelar besok, Rabu, 14 Februari 2024 Pasangan Anies-Gus Imin (AMIN) optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024. Terlebih dalam kampanye terakhir di Jakarta Internasional Stadium (JIS)  #01AMINwinElection  @aniesbaswedan @cakimiNOW https://t.co/DA3IxKrdk3";0;0;0;0;in;1581257483603304448;1757447874093494313;SunanjarN;https://twitter.com/SunanjarN/status/1757447874093494313
Tue Feb 13 16:51:43 +0000 2024;1757447472509768041;"Kekuasaan dpt di antisipasi. Terakhir diungkap scr lugas dan jelas oleh bung.@Fahrihamzah dan prof.@Yusrilihza_Mhd  tentang grand design dlm masa tenang  yg dimainkan oleh 01_03 sbg senjata pamungkas terakhir dlm pembusukan bt demokrasi dn negeri ini dlm pemilu presiden 🤔";0;0;0;0;in;1607282686200283136;1757447465153048949;ondemande64;https://twitter.com/ondemande64/status/1757447472509768041
Tue Feb 13 16:48:50 +0000 2024;1757446746291286211;"Ganjar Mahfud adalah calon presiden terbaik! Putra terbaik bangsa yang kita miliki!! Ayo menangkan 03 pada pemilu besok";0;0;0;0;in;1749277300586332160;1757446746291286211;Yantobaut261;https://twitter.com/Yantobaut261/status/1757446746291286211
Tue Feb 13 16:47:38 +0000 2024;1757446443009552830;"01 AMIN WIN ELECTION Jelang Pemilu yang digelar besok, Rabu, 14 Februari 2024 Pasangan Anies-Gus Imin (AMIN) optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024.  #01AMINwinElection  @aniesbaswedan @cakimiNOW https://t.co/rQ9xXVfTd9";0;0;0;0;in;1601209407249199106;1757446443009552830;nasywalifia001;https://twitter.com/nasywalifia001/status/1757446443009552830
Tue Feb 13 16:47:25 +0000 2024;1757446389737603345;"Apakah akan terjadi kecurangan ? Mungkin aja.   Tapi yang penting kita sebagai masyarakat yang peduli, memakai hak pilih kita dan ikut andil dalam mengawasi jalannya demokrasi dari pemilu, pelantikan presiden, bahkan hingga masa jabatannya selesai.";0;1;0;0;in;1290422418377334784;1757446387510522348;naldaf_;https://twitter.com/naldaf_/status/1757446389737603345
Tue Feb 13 16:47:20 +0000 2024;1757446367092650462;"besok pemilu, gw cuman pengen yg terbaik bagi Allah yg jadi presiden entah siapapun itu 🌾dan semoga siapapun yg ngelakuin kecurangan apapun kena karma segede-gedenya";0;0;0;1;in;1326090022768922625;1757446367092650462;paiizzzzzz;https://twitter.com/paiizzzzzz/status/1757446367092650462
Tue Feb 13 16:46:56 +0000 2024;1757446267058499954;"Ninik merinci, untuk pemusnahan surat suara Pemilu Presiden dan Wapres sebanyak 1.609 lembar. Kemudian, pemusnahan surat suara DPR RI mencapai 3.318 lembar. Lalu, untuk pemusnahan surat suara DPRD Provinsi 1.450 lembar, pemusnahan surat suara DPRD kabupaten Kediri 1.968 lembar,";0;1;0;0;in;273710709;1757446217112727685;KPU_Kediri;https://twitter.com/KPU_Kediri/status/1757446267058499954
Tue Feb 13 16:46:51 +0000 2024;1757446246422524056;"@aka_radrad @RafifNaufalB @thafism__ How they branding dan cover issue2 dr paslonnya, ya, sangat masif, sistematik, struktur dan tipikal menurut saya. Job mereka. Ttg elektabilitas, ini abu2 bagi saya. Tahun 2012 brrti sebelum pemilu presiden bagi jokowi y?";0;1;0;0;in;1406068630698160129;1757275941523558707;bblrma;https://twitter.com/bblrma/status/1757446246422524056
Tue Feb 13 16:46:50 +0000 2024;1757446242920280435;"@KaredokLeunca__ @ListyoSigitP @Kemendag @ZUL_Hasan Pemerintahannya pak JOKOWI agak aneh dan berantakan menhan di SURUH urusin sawa , kebun , HUTAN dan air trus kemensos di AMBIL ALIH presiden dan ada juga menteri yang ikut urusan pemilu";0;0;0;0;in;1740227034964721664;1757370928605131050;ajayharau;https://twitter.com/ajayharau/status/1757446242920280435
Tue Feb 13 16:45:34 +0000 2024;1757445923683414527;"@AwaliyahWar1 @fe_iman @DokterTifa dan kamu tau ga bahwa bansos menjelang pemilu yang di bagikan mengalahkan jumlah bansos pada saat penanganan covid, dan 1 lagi bansos tersebut mengatasnamakan presiden loh loh, anda tau bansos itu hak loh bagi rakyat ga ada namanya embel" politik apalagi nama pejabat";0;0;0;0;in;1399983518155825152;1757257753939288273;poghaa;https://twitter.com/poghaa/status/1757445923683414527
Tue Feb 13 16:43:25 +0000 2024;1757445380911022332;"5 Warna Kertas Suara PEMILU, 14 Februari 2024 #CegahBingung, Ingat: 🩶Kelabu utk Presiden, Nomor 1. Selanjutnya: 💛 Kuning, DPR RI ❤️ Merah, DPD RI 💙 Biru, DPRD Provinsi 💚 Hijau, DPRD Kota &amp  Kabupaten . Sy coblos Caleg DPR RI &amp  DPRD yg Parpolnya dukung @AMIN. Kamu jg, kan❓  🤝";0;0;0;1;in;830271932318617600;1757445380911022332;DadangSodikin99;https://twitter.com/DadangSodikin99/status/1757445380911022332
Tue Feb 13 16:39:41 +0000 2024;1757444440480956478;"Terlepas nanti siapa yang jadi presiden, w bersyukur banget di pemilu kali ini nemu sosok yang bisa dijadikan role model buat bbrp aspek kehidupan.  Sehat2 terus ya Pak, semoga ga berhenti buat tebar kebaikan";0;2;0;0;in;210752308;1757444091946876966;heyhellosiapa;https://twitter.com/heyhellosiapa/status/1757444440480956478
Tue Feb 13 16:39:27 +0000 2024;1757444383295815713;"Besok pemilu, gw udh mual banget mikirin siapa yg bakal jadi presiden 😭 Gue udh bukan anak-anak lagi, abis ini udh harus mikirin hal hal buat orang dewasa.. terus kalo wakanda makin berantakan ntar gw yang hidup susah gimana...";0;0;0;0;in;1150896806;1757444383295815713;jaewhyuk;https://twitter.com/jaewhyuk/status/1757444383295815713
Tue Feb 13 16:35:23 +0000 2024;1757443360074424461;"@Horang_Utan Ya tapi penyaluran bansosnya ya tidak harus dirapel/dikebut menjelang pemilu juga dong ... 😁 Apalagi presiden langsung yg turun ke lapangan sementara mensosnya ntah dikemanakan. Wajar juga timbul kecurigaan ... 🤔";0;0;0;4;in;1310497982031097856;1757330391583883723;Gusprant_;https://twitter.com/Gusprant_/status/1757443360074424461
Tue Feb 13 16:30:41 +0000 2024;1757442176559296966;"Deg deg an ga sih, besok hari H pemilihan presiden. Karna pemilu kali ini sangat berwarna, jadi feel nya berasa banget. Bikin deg deg an 😂";0;0;0;0;in;1744204076227964928;1757442176559296966;shasaxavier;https://twitter.com/shasaxavier/status/1757442176559296966
Tue Feb 13 16:28:13 +0000 2024;1757441555982668054;"@CNNIndonesia otoriter jinak ini teh??? serius? belum jadi presiden loh, surat suara aja belom masuk ke kotak suara nih, pemilu belom mulai, tulisan yg mengkritisi pemerintah bentar lg dibredeli, takutt banget loh diculik pake mobil Jeep ke Rengasdengklok bjir, ilang gak tau ke mana💀";0;0;0;0;in;1116522089735811072;1757327042222215369;nophiasandverb;https://twitter.com/nophiasandverb/status/1757441555982668054
Tue Feb 13 16:28:03 +0000 2024;1757441513431429530;"14 Februari 2024 menjadi hari penentuan yang ditunggu-tunggu oleh masyarakat Indonesia. Kembali menjadi momen bersejarah atas pergantian Presiden dan Lembaga Legislatif.  Panas dingin situasi politik menuju Pemilu 2024 ini membawa masyarakat Indonesia pada pilihan mereka… https://t.co/zEMxz4Xvsj";0;2;0;2;in;55507370;1757441513431429530;tvOneNews;https://twitter.com/tvOneNews/status/1757441513431429530
Tue Feb 13 16:27:35 +0000 2024;1757441395521175590;"Belom pernah segalau ini ngadepin pemilu… literally dzikir besok mau nyoblos🥺  WKWK yaAllah drpd aku galau plis jadiin aku presiden aja🙏🏻 aamiin";0;0;1;1;in;1061650684506890241;1757441395521175590;sierraalfapapa;https://twitter.com/sierraalfapapa/status/1757441395521175590
Tue Feb 13 16:25:37 +0000 2024;1757440901008576777;"Calon presiden (capres) nomor urut 3, Ganjar Pranowo akan menyalurkan hak suaranya pada Pemilu 2024 di Kota Semarang tepatnya Tempat Pemungutan Suara ... https://t.co/nHvEV8e1Wa";0;1;0;1;in;46693036;1757440901008576777;inilahdotcom;https://twitter.com/inilahdotcom/status/1757440901008576777
Tue Feb 13 16:25:01 +0000 2024;1757440752211145076;"@sosmedkeras Gue bingung, ini kan pemilu.. pemilihan presiden baru yak, emang udah mau mundur dan diganti.. ga usah segala protes, buang buang waktu belajar lu pada aja dah";0;0;0;0;in;1499342226668806150;1757275381277851660;mr_nobodylove;https://twitter.com/mr_nobodylove/status/1757440752211145076
Tue Feb 13 16:22:38 +0000 2024;1757440151276695675;"14 Februari 2024 menjadi hari penentuan yang ditunggu-tunggu oleh masyarakat Indonesia. Kembali menjadi momen bersejarah atas pergantian Presiden dan Lembaga Legislatif.  Panas dingin situasi politik menuju Pemilu 2024 ini membawa masyarakat Indonesia pada pilihan mereka… https://t.co/H97xVobOmH";0;1;0;1;in;55507370;1757440151276695675;tvOneNews;https://twitter.com/tvOneNews/status/1757440151276695675
Tue Feb 13 16:21:45 +0000 2024;1757439927757987853;"otoriter jinak tuh gini? serius? belum jadi presiden loh, surat suara aja belom masuk ke kotak suara nih, pemilu blm mulai, udah ga boleh bersuara &amp  mengkritik, takutt banget loh ntar diculik pake mobil Jeep ke Rengasdengklok bjir atau ke mana yah tempat populer buat tawanan skrg";0;0;0;0;in;1116522089735811072;1757439927757987853;nophiasandverb;https://twitter.com/nophiasandverb/status/1757439927757987853
Tue Feb 13 16:18:42 +0000 2024;1757439160972116221;"Jelang pemilu gini, jantung gue dakdikduk cokkkk.. kek kepikiran kira2 siapa ya yang dikasih Amanah untuk memimpin negeri ini?? Ya Allah, semoga bener2 dapet presiden tidak mengacak2 negeri ini😭😭🤲🤲🤲";0;0;0;0;in;1673914725263110147;1757439160972116221;Jungjxx14;https://twitter.com/Jungjxx14/status/1757439160972116221
Tue Feb 13 16:16:20 +0000 2024;1757438565951394172;"Jelang Pemilu yang digelar besok, Rabu, 14 Februari 2024 Pasangan Anies-Gus Imin (AMIN) optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024. Doa para Kiai dan masyayikh ikut menjadi faktor penting dalam pilpres besok.  #01AMINwinElection https://t.co/Jg8mTXm8Zt";0;0;0;0;in;1733536980141760512;1757438565951394172;andysudr123;https://twitter.com/andysudr123/status/1757438565951394172
Tue Feb 13 16:15:26 +0000 2024;1757438340444586011;"ya allah tolong sakit haid gua kasih aja ke orang yang dikasih edukasi terkait pemilu presiden masih bebel juga gamau dengerin";0;0;0;0;in;1632335472986062849;1757438340444586011;seiiseira;https://twitter.com/seiiseira/status/1757438340444586011
Tue Feb 13 16:15:05 +0000 2024;1757438251634434273;"Biasanya gk bisa tidur tuh, besoknya mau study tour. Ini mah gk bisa tidur karena besok mau pesta demokrasi katanya aka nyoblos xixi eh iyaa baru kali ini gue sepanik itu sama hasil pemilu nanti who the next presiden indonesia?? Ini yg gue pikirin sampe gk bisa bobo :"";0;0;1;1;in;1410084482934140934;1757438251634434273;NurlianaRizna;https://twitter.com/NurlianaRizna/status/1757438251634434273
Tue Feb 13 16:14:38 +0000 2024;1757438140384776608;"@tubirfess bentuk dr malas berpikir sih mnrt gue nder, ga gt pola pikirnya. semua tuh diatur sm presiden, mewakilkan kita, rakyat. nasib lu, kita, seindonesia, itu ada di tangan presiden. kalo senyerah itu jd rakyat yang jelas2 kekuasaan dan kedaulatan ada di tangan kita, gausah ada pemilu.";0;0;0;0;in;1192754758064300032;1757340469070303598;girlbesaying;https://twitter.com/girlbesaying/status/1757438140384776608
Tue Feb 13 16:12:43 +0000 2024;1757437655674151345;"@lathiuz @ikigaisc Bagaimana pun dia presiden kita yg bentar lg selesai melaksanakan tugas nya sedih aja sih byk jasa2 dan kebaikan dia dilupain cuma gegara keberpihakan beliau di pemilu taun ini";0;0;2;20;in;1179924051046780930;1757034363852898636;Apasaja_iyaiya;https://twitter.com/Apasaja_iyaiya/status/1757437655674151345
Tue Feb 13 16:10:56 +0000 2024;1757437208758526371;"Td sbm landing copilotnya ngomong “selamat dateng kembali buat warga Indonesia dan selamat menjalankan pemilu presiden esok hari” wrwr iya nih rela tengah malem langsung pulang ke rumah buat besok gunain hak suara🫶👍";0;0;0;0;in;147067783;1757437208758526371;thrfndhrkhdr;https://twitter.com/thrfndhrkhdr/status/1757437208758526371
Tue Feb 13 16:04:41 +0000 2024;1757435633352708304;"Ayo sukseskan pemilihan umum tanggal 14 Februari 2024. Pemilu serentak kali ini akan memilih Presiden dan wakil presiden, DPR RI,  DPD, DPRD Provinsi, DPRD Kabupaten.  Pemilih berdaulat, negara kuat! #pelajarpancasila #smknegerijenawi  #sekolahnyajuara #smkbisa  #smkbisasmkhebat https://t.co/ikbzMGDp1B";0;0;0;0;in;1189769901587582976;1757435633352708304;smknegerijenawi;https://twitter.com/smknegerijenawi/status/1757435633352708304
Tue Feb 13 16:04:19 +0000 2024;1757435540436320636;"Apalagi pemilu kali ini, ada banyak 5 surat suara. Pemilihan presiden dan wakil presiden, pemilihan DPR, DPRD Provinsi, DPD dan anggota DPRD Kota atau Kabupaten. #100persenuntukindonesia #smartfrencommunity #temanpintarindonesia #gardabudaya  @SMARTFREN @temanpintar";0;1;0;1;in;740309514;1757435532718825838;rosdiananisa;https://twitter.com/rosdiananisa/status/1757435540436320636
Tue Feb 13 16:04:03 +0000 2024;1757435476095680868;"@ardisatriawan Nyoblos itu harus sesuai domisili sebenarnya. Kita ini kan pemilu bukan cuma memilih presiden, tapi juga caleg DPR dan DPD. Apabila setiap orang bebas memilih di mana saja tanpa memperdulikan domisilinya, rasanya jadi kurang fair. Misalkan caleg DPR dan DPD di DKI Jakarta, tapi…";0;0;0;1;in;57246789;1757402546430222783;RioSuperstar;https://twitter.com/RioSuperstar/status/1757435476095680868
Tue Feb 13 16:03:39 +0000 2024;1757435374912307389;"Pesta demokrasi tahun ini jelas sekali kerasa bedanya, 3 kali ikut dalam pemilu.  Tahun ini berasa banget terharu nya.. Dimana salah satu calon presiden membuat kampanye untuk menampung aspirasi dan keluhan-keluhan kami.  14 Februari tolong gunakan HAK suara masing-masing 🙏🏻☝🏻 https://t.co/gM9pU5IJ28";0;0;0;0;in;1255461507770523650;1757435374912307389;mahikmahm;https://twitter.com/mahikmahm/status/1757435374912307389
Tue Feb 13 16:01:36 +0000 2024;1757434859033866622;"@DraftAnakUnpad Pemilu yang udah pasti curang buat menangin 02? Jelas lah, pasti dibungkam Pake nanya Pas jadi TNI aja udah kejam, apalagi presiden";0;0;0;0;in;1474269848356081664;1757428985334751675;uWudangan;https://twitter.com/uWudangan/status/1757434859033866622
Tue Feb 13 16:00:37 +0000 2024;1757434611351921116;"gue sih gak masalah. tapi suka aneh klo dukung karna alasan gemoy dan kasian gak pernah kepilih jadi presiden bbrp kali pemilu. wkwk tapi yaudah gak boleh maksa pilihan orang 🤣";0;0;0;0;in;81029918;1757434611351921116;aizahputri;https://twitter.com/aizahputri/status/1757434611351921116
Tue Feb 13 16:00:26 +0000 2024;1757434563918233983;"@AbdulRachimmks Lah pemilu dl koar-koar mengatakan psgn sblh dibantu KPU, BAWASLU, Polisi...skrg malah dibantu KPU, BAWASLU, Polisi, MK, DPR bahkan presiden pun turun tangan lsg...lbh enak kan... 😅😂🤣";0;0;0;0;in;1051114564769599489;1757197227318296594;Putrasagita5;https://twitter.com/Putrasagita5/status/1757434563918233983
Tue Feb 13 15:54:59 +0000 2024;1757433192079118472;"Jelang Pemilu yang digelar besok, Rabu, 14-2-2024 Pasangan AMIN optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024. Terlebih dalam kampanye terakhir di Jakarta Internasional Stadium (JIS) Jutaan orang ikut hadir #01AMINwinElection @aniesbaswedan @cakimiNOW https://t.co/SWmio04FGw";0;0;0;1;in;2266703444;1757433192079118472;rafifebri4;https://twitter.com/rafifebri4/status/1757433192079118472
Tue Feb 13 15:53:25 +0000 2024;1757432798980505912;"Ya anda kan salah satu kandidat wakil presiden, sedang dalam masa tenang kampanye. Kemudian sumber yg anda komentarin ada kaitannya dg pemilu, sensitif pula. Kecuali kalo anda komentarin Nunez kena tiang 4 kali, Girona kalah 4-0 lawan Madrid, Granada gabisa ambil 3 poin.  TOLOL";0;0;0;0;in;94733032;1757432798980505912;aminsuy;https://twitter.com/aminsuy/status/1757432798980505912
Tue Feb 13 15:53:11 +0000 2024;1757432738934817147;"@kumparan @KPU_ID  dan @bawaslu_RI bagaimana ini? Jgn mentang2 dpt uang tambahan dr presiden lalu semua kerusakan proses pemilu dibiarkan.";0;0;0;0;in;1745429938839363584;1757330596655948234;S57758Wong;https://twitter.com/S57758Wong/status/1757432738934817147
Tue Feb 13 15:51:36 +0000 2024;1757432341579043029;"10 tahun lalu Jokowi koalisisnya bukan mayoritas, Bahkan pimpinan DPR secara aneh diambil oleh kubunya Prabowo  Padahal partai pemenang pemilu adalah PDIP  Akhirnya abis itu PDIP dirongrong oleh DPR, karena mayoritas parlemen bukan dari partai yang mendukung presiden";0;1;0;0;in;1338690150310662145;1757432326257303891;txtdrcIubhouse;https://twitter.com/txtdrcIubhouse/status/1757432341579043029
Tue Feb 13 15:47:42 +0000 2024;1757431360543969317;"@kumparan Jd keinget presiden nicaragua yg skrg menjabat, biar dia menang pemilu, saingan paslonnya ditangkap2in biar cuman dia doang yg menang Btw, si presiden dam wapres nicaragua itu pasangan suami istri 🙄";0;0;0;0;in;1611531947720998912;1757368182690689066;sumsumine;https://twitter.com/sumsumine/status/1757431360543969317
Tue Feb 13 15:46:16 +0000 2024;1757430999057871234;"pemilu sebelumnya juga yang menang yg curang. gua sebenernya gak kaget pas ternyata si 02 backingannya presiden &amp  antek2.. ya emang gitu caturnya.. kalo udah kalah sama rival jadilah kawannya.. nah benarlah kawannya itu power bgt.";0;1;0;0;in;92872904;1757430999057871234;ilhamfaisal;https://twitter.com/ilhamfaisal/status/1757430999057871234
Tue Feb 13 15:46:12 +0000 2024;1757430981823471946;"Jelang Pemilu yg digelar besok, Rabu 14 Februari 2024 Pasangan AMIN optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024. Terlebih dalam kampanye terakhir di JIS Jutaan orang ikut hadir dalam temu akbar Paslon AMIN #01AMINwinElection @aniesbaswedan @cakimiNOW https://t.co/2LacgoJzvP";0;0;0;0;in;1728214217474691072;1757430981823471946;AMINkanNegeri;https://twitter.com/AMINkanNegeri/status/1757430981823471946
Tue Feb 13 15:45:44 +0000 2024;1757430866169733378;"@descha05 Kita kawal pemilu jujur dan adil, ya Allah lancarkan keinginan sebagian rakyat untuk paslon AMIN jadi Presiden dan wapre4 2024, آمِيْن يَا رَبَّ العَالَمِيْنَ #01AMINwinElection";0;0;0;0;in;320107429;1757380585490993484;Ic3nk;https://twitter.com/Ic3nk/status/1757430866169733378
Tue Feb 13 15:44:50 +0000 2024;1757430637794111994;"Selasa (13/2/2024). Jumlah total surat suara yang dimusnahkan adalah sebanyak 769 lembar terdiri dari Surat Suara Pemilu Presiden dan Wakil Presiden sebanyak 241 lembar, Surat Suara DPR RI sebanyak 34 lembar, Surat Suara DPRD Provinsi Bali sebanyak 14 lembar dan Surat Suara-- https://t.co/113G8QY1Xs";0;1;0;0;in;1448445505499926532;1757430633327137179;BulelengKpu;https://twitter.com/BulelengKpu/status/1757430637794111994
Tue Feb 13 15:43:41 +0000 2024;1757430349670551623;"Ya Allah, ini pemilu ketiga gw dan bener² setakut itu dipimpin sama presiden yang ngga bener😭";0;0;0;0;in;586209514;1757430349670551623;jgnrebahanaja;https://twitter.com/jgnrebahanaja/status/1757430349670551623
Tue Feb 13 15:41:27 +0000 2024;1757429786031669591;"@dayatpiliang Sbg pribadi aku sangsi pemilu bisa fair 100%, dilihat juga dari perjalanannya, jd sepertinya aku akan apatis smp presiden terpilih benar2 menunjukkan kesungguhannya";0;0;0;0;in;1593276396771549184;1757310403774935529;somethingma_;https://twitter.com/somethingma_/status/1757429786031669591
