Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,pattern_counts,label
279,279,279,279,Tue Feb 13 15:05:37 +0000 2024,1757420771050389541,keikutsertaan prabroro anak haram konstitusi milu presiden,0,0,0,0,in,1481550500462215171,1757217654782443974,KustardV2,https://twitter.com/KustardV2/status/1757420771050389541,{},senang
280,280,280,280,Tue Feb 13 15:05:14 +0000 2024,1757420671393779853,doa menang amin jadi presiden milu besok hari,0,0,0,0,in,1600862958271270918,1757357497147650498,khenghaziakbar,https://twitter.com/khenghaziakbar/status/1757420671393779853,{},netral
281,281,281,281,Tue Feb 13 15:03:54 +0000 2024,1757420337124540901,awal masa milu sekarang ramai sekarang pihak presiden satu paslon te- apa reaksi sama dukung ganti paslon rasa buat satu film rasa lebih,0,1,0,0,in,1526141133470203904,1757420337124540901,JanganSukaJulit,https://twitter.com/JanganSukaJulit/status/1757420337124540901,{},marah
283,283,283,283,Tue Feb 13 15:01:23 +0000 2024,1757419704019530202,jadi besok milu presiden berapa,0,0,0,0,in,99733518,1757419704019530202,Saathujansenja,https://twitter.com/Saathujansenja/status/1757419704019530202,{},senang
284,284,284,284,Tue Feb 13 15:01:09 +0000 2024,1757419645269930309,jelang milu gelar besok rabu february pasang anis gusmuhaimin amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1675831125045039105,1757419645269930309,JJaenudin94402,https://twitter.com/JJaenudin94402/status/1757419645269930309,{},senang
285,285,285,285,Tue Feb 13 15:00:38 +0000 2024,1757419517809177048,please choose wisely guys soal segala aspek hidup tuh pengaruh politik jadi milu ngaruh hidup siapa jadi presiden amp duduk kursi legislatif ngaruh hidup ngaruhhh,0,0,0,0,in,828137183445790721,1757417464185618492,dulcbruine,https://twitter.com/dulcbruine/status/1757419517809177048,{},netral
287,287,287,287,Tue Feb 13 15:00:19 +0000 2024,1757419435969872370,bukti nyata selang wujud jelang milu besok rabu doa kiaimasyayikhamp slrh rakyat paslon optimis amin presiden amp wapres,0,0,1,1,in,1483307693310111747,1757356659750621501,gus_piet,https://twitter.com/gus_piet/status/1757419435969872370,{},netral
288,288,288,288,Tue Feb 13 15:00:01 +0000 2024,1757419360195666007,pesantren pusat suara penting milu juta santri alumni punya pengaruh besar calon presiden sering kunjung pesantren sorot peran kiai ulama pimpin kiai kunci kembang pesantren,0,1,1,3,in,892211698030989312,1757419360195666007,ConversationIDN,https://twitter.com/ConversationIDN/status/1757419360195666007,{},netral
289,289,289,289,Tue Feb 13 14:59:22 +0000 2024,1757419198568083695,besok milu ada presiden baru entah gue kayak siap jokowi turun serius deh,0,1,0,0,in,874798325324668928,1757419198568083695,destayi,https://twitter.com/destayi/status/1757419198568083695,{},takut
290,290,290,290,Tue Feb 13 14:59:13 +0000 2024,1757419158705525198,logika tahun presiden surabaya tahu kalau prabowo - gibran maju milu sederhana enggak hubung mekar sama milu sekian,0,1,0,0,in,1125331891685548032,1757275254601461986,imdsynds,https://twitter.com/imdsynds/status/1757419158705525198,{},senang
291,291,291,291,Tue Feb 13 14:58:13 +0000 2024,1757418907781251136,siapa presiden tetap presiden kak walaupun memang kecewa seluruh masyarakat tetap satu milu tetap kritik walaupun pesimis bakal dengar sih,0,0,0,2,in,1646580951752015873,1757319072482787585,Freakshikanai,https://twitter.com/Freakshikanai/status/1757418907781251136,{},marah
293,293,293,293,Tue Feb 13 14:57:04 +0000 2024,1757418616168034813,jelang milu besok februari pasang amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1681544620893958145,1757418616168034813,ArisKadoet,https://twitter.com/ArisKadoet/status/1757418616168034813,{},netral
294,294,294,294,Tue Feb 13 14:56:54 +0000 2024,1757418578071203948,anakanak milenial mudagenzet pernah under diktator kayak rasa under orba jaman orba milu mbakmas diktator enggak tolil kali waktu ketua enggak turun waktu kawin sama adek presiden situ demo protes ga waktu putus gen lo enggak demo kan,0,0,0,0,in,401389750,1757418578071203948,teanotcoffee99,https://twitter.com/teanotcoffee99/status/1757418578071203948,{},takut
295,295,295,295,Tue Feb 13 14:53:57 +0000 2024,1757417834047734224,begini demokrasi perintah bawah komando presiden ri ke- bangun anies lapor bawaslu usai duga kampanye masa tenang milu,0,1,0,0,in,1689127825440493568,1757417830499406209,Dogelkarya76_82,https://twitter.com/Dogelkarya76_82/status/1757417834047734224,{},netral
296,296,296,296,Tue Feb 13 14:53:49 +0000 2024,1757417802108137541,aku nder tiap milu presiden langgan rumah,0,0,0,0,in,1175208101009489920,1757371606815613238,aishakhiell,https://twitter.com/aishakhiell/status/1757417802108137541,{},takut
297,297,297,297,Tue Feb 13 14:52:33 +0000 2024,1757417480732209224,dasar alam benci akut sama presiden nyata bukan pilih kalo diidolain bgt biasa tahun lah kalo kontenkonten berita kompor jadi jangan harap milu suasa jadi adem tertawa terbahak-bahak tertawa terbahak-bahak,1,0,0,0,in,83022893,1757417480732209224,faridzdzdz,https://twitter.com/faridzdzdz/status/1757417480732209224,{},marah
300,300,300,300,Tue Feb 13 14:49:15 +0000 2024,1757416649999933459,rocky gerung tegas film dirty vote jadi fakta sejarah dirty hand presiden macam ingat curang milu,0,0,0,0,in,1225432911899324419,1757416649999933459,RepelitaO,https://twitter.com/RepelitaO/status/1757416649999933459,{},senang
304,304,304,304,Tue Feb 13 14:48:42 +0000 2024,1757416513437601885,masa depan indonesia tentu suara nyoblos negara makin joss salam milu damai penuh sukacita,0,0,0,2,in,2522328319,1757416513437601885,KomsosKWI,https://twitter.com/KomsosKWI/status/1757416513437601885,{},netral
307,307,307,307,Tue Feb 13 14:46:44 +0000 2024,1757416016232263853,jelang milu banyak di-ttd serang fajar warga biasa tombol tanda silang serang fajar jabat tanda centang putih tebal mantapss memang presiden,0,1,0,0,in,337002676,1756710391701520584,AsaSemesta,https://twitter.com/AsaSemesta/status/1757416016232263853,{},netral
308,308,308,308,Tue Feb 13 14:46:31 +0000 2024,1757415963065258390,gelar milu pesta demokrasi sebut tegas presiden jokowi terima ketua anggota kpps tempat mungut suara tps lurah gambir istana merdeka jakarta senin sumber bpmi setpres,0,1,0,5,in,3522129133,1757415938306273355,KemensetnegRI,https://twitter.com/KemensetnegRI/status/1757415963065258390,{},netral
309,309,309,309,Tue Feb 13 14:46:25 +0000 2024,1757415938306273355,presiden joko widodo pesan kelompok selenggara mungut suara kpps kerja jujur adil tegas cermat pilih umum milu langsung februari datang presiden harap masyarakat nikmat,10,74,33,217,in,3522129133,1757415938306273355,KemensetnegRI,https://twitter.com/KemensetnegRI/status/1757415938306273355,{},senang
311,311,311,311,Tue Feb 13 14:45:57 +0000 2024,1757415819557126613,tahun -umat rakyat indonesia pilih presiden -pks hajat milu -nasdem tahun dapat -pkb menang,1,1,0,9,in,164950723,1757262545499689353,eindro76,https://twitter.com/eindro76/status/1757415819557126613,{},netral
312,312,312,312,Tue Feb 13 14:43:58 +0000 2024,1757415322095890723,kali memang ujung curang wes enggak usah milu tetap langsung presiden wakil deh -ak nih ndobol wes wes,0,0,0,0,in,801393825151205377,1757398301471875134,72Sugiyanto,https://twitter.com/72Sugiyanto/status/1757415322095890723,{},senang
313,313,313,313,Tue Feb 13 14:43:57 +0000 2024,1757415317339570665,milu tahun lalu presiden aku pilih nama aku bagus unik besok sama soal enggak tau semua tuh sapee tiba suruh milih,0,0,0,0,in,1317090996727902210,1757415317339570665,pendiemang,https://twitter.com/pendiemang/status/1757415317339570665,{},senang
314,314,314,314,Tue Feb 13 14:42:46 +0000 2024,1757415019401343157,braw sender jadi panitia quick count milu kali sender mau tanya sender ngefoto hasil milu biasa waktu kapan tunggu semua selesai apa presiden hitung dulu kemudian dpr ri,0,2,0,0,in,2970636770,1757415019401343157,ub_mfs,https://twitter.com/ub_mfs/status/1757415019401343157,{},netral
316,316,316,316,Tue Feb 13 14:39:42 +0000 2024,1757414247955615754,sebenernya gua bohong kalo tiap tanya pilih nomor berapa war gua jawab gak tau pilih capek sendiri ujung debat gua mau pilih presiden bukan bela agama ngototan konsep milu bebas rahasia tertawa terbahak-bahak,0,0,0,0,in,575272359,1757414247955615754,CukBear,https://twitter.com/CukBear/status/1757414247955615754,{},netral
317,317,317,317,Tue Feb 13 14:37:37 +0000 2024,1757413724389065108,wkwkwk aku malah malam brifing emakku kertas milu -presiden pilih sapaa wajah menangis keras wajah menangis keras wajah menangis keras tangan terkepal ke atas tetangga investor utama rumah kasihan keluarga keluarga wajah menangis keras wajah menangis keras,0,1,0,0,in,1514533956695179265,1757378587219607945,phiixz,https://twitter.com/phiixz/status/1757413724389065108,{},netral
318,318,318,318,Tue Feb 13 14:37:08 +0000 2024,1757413600845766694,twt toxic banget anjir cepat kelar milu deh ngeri lihat twt orangorang masalah beda pilih and jadi presiden tau siapa begitu ngeri banget jadi mls buka cuma au baca makanya sering buka twt,0,0,0,0,in,1291883362215370753,1757413600845766694,mphicichuu,https://twitter.com/mphicichuu/status/1757413600845766694,{},netral
320,320,320,320,Tue Feb 13 14:36:27 +0000 2024,1757413429781168272,milu rabu tanggal februari pasang capres anies-muhaimin optimis menang pilih presiden,0,0,0,0,in,1652228118609027072,1757413429781168272,AKHMADZAEN51940,https://twitter.com/AKHMADZAEN51940/status/1757413429781168272,{},senang
321,321,321,321,Tue Feb 13 14:36:24 +0000 2024,1757413417709969836,meski ket mnjamin milu jurdiltetapi publik tetap cemasaplg lihat manuver rezim rancang manuver dirty votepublik cemas netralitas aparat negarasehubungan anak presiden ikut nyapres,0,0,0,0,in,1639157189792378882,1757413417709969836,HendZiddane,https://twitter.com/HendZiddane/status/1757413417709969836,{},senang
322,322,322,322,Tue Feb 13 14:34:17 +0000 2024,1757412883376607244,pritt pritt minta hadap presiden milu usai,0,0,0,0,in,1082297857145659393,1757370262419620214,enengkabupaten,https://twitter.com/enengkabupaten/status/1757412883376607244,{},marah
323,323,323,323,Tue Feb 13 14:33:46 +0000 2024,1757412756033331479,jelang milu gelar rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1625425834269093888,1757412756033331479,seemganteng,https://twitter.com/seemganteng/status/1757412756033331479,{},marah
324,324,324,324,Tue Feb 13 14:33:27 +0000 2024,1757412674210812069,emang milu presiden lawan satu lah memang jadi cawapres gendong paman sama bapak sendiri notabene presiden,0,1,0,0,in,1423268037516414978,1757412674210812069,spacesial,https://twitter.com/spacesial/status/1757412674210812069,{},netral
325,325,325,325,Tue Feb 13 14:33:20 +0000 2024,1757412646192910497,nyoblos milu marc kalo presiden pilih maju sepak bola indonesia,0,0,0,0,in,18129942,1757412646192910497,tempodotco,https://twitter.com/tempodotco/status/1757412646192910497,{},marah
327,327,327,327,Tue Feb 13 14:31:23 +0000 2024,1757412155459334326,kalo kapai ada milu ngabis-abisin anggar   mending sekali tuh uud amandemen besar an as presiden hak wajib pilih pres amp wapres lepas jabat milu tiada komunis paham wkwkwk,0,0,0,0,in,4639670893,1757412155459334326,kaeeelyyy,https://twitter.com/kaeeelyyy/status/1757412155459334326,{},senang
328,328,328,328,Tue Feb 13 14:30:32 +0000 2024,1757411939532316793,aku enggak tipu jujur yaaa biar kontroversi milu fokus beliau we have admit he did his best for our country orang bilang masalah ikn biar kenang jadi presiden berani bawa ubah loh justru enggak sih memang ha- presiden laku,0,1,0,0,in,1288322494894546945,1757411939532316793,ibucoast,https://twitter.com/ibucoast/status/1757411939532316793,{},senang
331,331,331,331,Tue Feb 13 14:27:09 +0000 2024,1757411089933914418,gubernur jakarta jadi tunjuk presiden ntar milu mungkin balik milu tutup presiden pilih mpr rakyat cuma pilih partai tahun kemarin sempat rame isu milu balik milu tutup ala orba kalo menang bukan mustahil,0,0,0,0,in,1642689976579284992,1757278142937661787,Nate_rising,https://twitter.com/Nate_rising/status/1757411089933914418,{},marah
333,333,333,333,Tue Feb 13 14:26:15 +0000 2024,1757410861814063582,jangan lupa februari besok bukan hari valentin hari mungut suara milu ingat tempat mungut suara tps masingmasing coblos calon dprd kabupatenkota dprd provinsi dpr ri presiden wakil presiden guna hak suara kamu,0,1,1,1,in,1895912052,1757410861814063582,HinduSultra,https://twitter.com/HinduSultra/status/1757410861814063582,{},senang
335,335,335,335,Tue Feb 13 14:24:51 +0000 2024,1757410509836484815,caption infografis ayo ikut partisipasi milu halo keluarga jakarta tangan melambai warna kulit cerah tanggal februari partisipasi pesta demokrasi kotak dengan surat suara kilau pilih presiden anggota dpr dpd dprd hak tanggung jawab,0,1,0,0,in,4891065976,1757410509836484815,dppappdki,https://twitter.com/dppappdki/status/1757410509836484815,{},senang
342,342,342,342,Tue Feb 13 14:14:16 +0000 2024,1757407845417398293,assalamualaikum wr wb jelang milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden moga baik,0,1,0,0,in,926653618098397184,1757407845417398293,zuheni,https://twitter.com/zuheni/status/1757407845417398293,{},senang
344,344,344,344,Tue Feb 13 14:13:18 +0000 2024,1757407602047090768,tahun lalu pindah ktp cimahi data pakai buat milu data waktu aku tinggal cilegon pas mau aju pindah tps eh lewat tanggal aju nya jadi enggak ikut nyoblos legislatif bsk cuma presiden pakai ktp kata oke bek,0,0,0,0,in,267673171,1757407602047090768,Adysdys,https://twitter.com/Adysdys/status/1757407602047090768,{},netral
346,346,346,346,Tue Feb 13 14:11:13 +0000 2024,1757407079302660330,ayo pikir dulu masak besok nyoblos yakin nih enggak mau pimpin kayak gin rugi dong presiden rakyat bela rakyat btw moga hari milu besok jalan lancar curang amp rakyat indonesia pimpin baik tangan diangkat dan dirapatkan bersama,0,0,4,6,in,1746616936115617792,1757407079302660330,LailaNurKamala,https://twitter.com/LailaNurKamala/status/1757407079302660330,{},marah
347,347,347,347,Tue Feb 13 14:10:30 +0000 2024,1757406899975434408,juang amin tinggal selang lg jelang milu rabu mll doa pr kiai masyayikhamp slrh rakyat paslon optimis mjd presiden amp wapres bukti nyata kampanye trkhr jis juta lebih tiket habis dpesan hai waktu mnt,0,0,0,0,in,2832177266,1757356659750621501,hisapm66,https://twitter.com/hisapm66/status/1757406899975434408,{},netral
348,348,348,348,Tue Feb 13 14:10:08 +0000 2024,1757406807184536014,dasar putus presiden republik indonesia nomor tahun hari mungut suara pilih umum tahun hari libur nasional laksana pilih umum milu rabu februari layan kantor tanah kota pontianak tutup,0,0,0,0,in,1016490370157314048,1757406807184536014,kantahpontianak,https://twitter.com/kantahpontianak/status/1757406807184536014,{},senang
350,350,350,350,Tue Feb 13 14:08:30 +0000 2024,1757406397489103031,laksana milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1594190966172561408,1757406397489103031,samidur2024,https://twitter.com/samidur2024/status/1757406397489103031,{},netral
351,351,351,351,Tue Feb 13 14:07:54 +0000 2024,1757406246557385068,natsir anggota dpp foksi nyata film sebut ulas curang milu anggap rugi salah satu pasang calon presiden calon wakil presiden tarung kontestasi sebut,0,1,0,0,in,1741112451423432704,1757406237048901844,culcrix,https://twitter.com/culcrix/status/1757406246557385068,{},netral
352,352,352,352,Tue Feb 13 14:07:46 +0000 2024,1757406210637127852,lebih baik nya sang oposisi lelah enggak kuat bisnis mandeg n tawar jabat strategis gabung deh berkoalisihihihihihipemilu nya baru mulai besok omyg jelas filter calon presiden n cawapres jadi catat buruk sejarah demokrasi indonesia,0,0,0,0,in,820916849650995200,1757003760575070576,Bayouiraone1,https://twitter.com/Bayouiraone1/status/1757406210637127852,{},senang
353,353,353,353,Tue Feb 13 14:07:33 +0000 2024,1757406156933464097,milu depan mata strategi kampanye pasang calon presiden efektif raup suara calon pilih bagaimana respon pilih tanggap strategi kampanye masing-masing pasang calon presiden,0,1,0,0,in,280895955,1757406156933464097,PolitikBRIN,https://twitter.com/PolitikBRIN/status/1757406156933464097,{},netral
355,355,355,355,Tue Feb 13 14:05:36 +0000 2024,1757405667936305351,polresta magelang gelar apel geser pasu rangka aman tps tahap pungut hitung suara milu legislatif presiden tahun wilayah hukum polresta magelang selasa lapang drhsoepardi kota mungkid,0,0,0,0,in,951639105183522816,1757405667936305351,polseksawangan_,https://twitter.com/polseksawangan_/status/1757405667936305351,{},marah
356,356,356,356,Tue Feb 13 14:05:29 +0000 2024,1757405638840263142,yuk sukses milu tahun ikut pilih presiden baik,0,0,0,0,in,1425510624885231622,1757402175708581952,Manusia_cerdik,https://twitter.com/Manusia_cerdik/status/1757405638840263142,{},netral
357,357,357,357,Tue Feb 13 14:05:19 +0000 2024,1757405596272185603,cek ombak besok milu presiden kalian mau coblos siapa,0,0,0,1,in,1680483469925974017,1757405596272185603,rich_ichad02,https://twitter.com/rich_ichad02/status/1757405596272185603,{},netral
358,358,358,358,Tue Feb 13 14:03:05 +0000 2024,1757405033652768843,gpp senang mau nyoblos milu presiden tiga gue anjayyy lihat dewasa pertama kuliah dua mulai kerja sekarang jadi buruh beberapa tahun beda kondisi beda concern seru,0,0,0,1,in,45103932,1757402606262263989,nndp_,https://twitter.com/nndp_/status/1757405033652768843,{},senang
359,359,359,359,Tue Feb 13 14:02:53 +0000 2024,1757404982066712824,hubung apa film cerita cara presiden guna anggar negara penting keluarga amp kroni anggar bansos kucur milu lebih besar negara krisis landa covid,0,0,0,0,in,2810316746,1757262089285243263,andyydepp,https://twitter.com/andyydepp/status/1757404982066712824,{},netral
361,361,361,361,Tue Feb 13 14:00:44 +0000 2024,1757404439873466767,iya benar banget asli banteng makanya hasil milu lihat periode kemarin pak jokowi jadi presiden banteng sosok beliau,0,1,0,0,in,51573859,1757401210158715121,allunamaharani,https://twitter.com/allunamaharani/status/1757404439873466767,{},senang
364,364,364,364,Tue Feb 13 13:58:39 +0000 2024,1757403918055920100,uhuy x ikut pilih presiden kemarin milu kali ikut aktif lalu medos ikut kampanye paslon nama politik curang jadi bagi cuma inti siapa menang enggak masalah asal bukan usak demokrasi mengangkat tangan,0,0,0,0,in,238917287,1757403918055920100,dradikhap,https://twitter.com/dradikhap/status/1757403918055920100,{},takut
367,367,367,367,Tue Feb 13 13:57:14 +0000 2024,1757403562361901079,buka megawati menang milu deh bang santer isu perempuan jadi presiden mangkanya beliau jadi presiden,0,0,0,1,in,1174879308,1757249567601631641,goestamardie,https://twitter.com/goestamardie/status/1757403562361901079,{},senang
370,370,370,370,Tue Feb 13 13:54:50 +0000 2024,1757402955458752675,tiga kali gue ikut milu milu kali turut stake-nya tinggi bener bukan cuma perkara pilih presiden doang sistem pilih presiden depan kayak begini balik kayak dulu,0,0,0,1,in,1396766942908719108,1757402955458752675,morningmomochan,https://twitter.com/morningmomochan/status/1757402955458752675,{},senang
372,372,372,372,Tue Feb 13 13:54:35 +0000 2024,1757402892645040448,februari aku usia mungkin hasil milu keluar lama tahun depan nasib gen indonesia tangan presiden baru aku doa moga adil adil jari tengah wajah menahan air mata,0,0,0,0,in,890081262005874688,1757402892645040448,androgynycat,https://twitter.com/androgynycat/status/1757402892645040448,{},takut
374,374,374,374,Tue Feb 13 13:52:28 +0000 2024,1757402360379494515,bismillaaah allah moga hitung suara milu tahun curang moga negeri menang presiden amanah adil amp bijaksana rakyat aamiin melipat tangan melipat tangan,0,0,0,0,in,3311998068,1757402360379494515,niaasmawirya,https://twitter.com/niaasmawirya/status/1757402360379494515,{},netral
377,377,377,377,Tue Feb 13 13:51:10 +0000 2024,1757402032267460950,moga allah mudah segala u- lancar milu menang bpk anies rasyid baswedan presiden amin rabb,0,0,0,0,in,1735926203360657408,1757402032267460950,wariyaa32,https://twitter.com/wariyaa32/status/1757402032267460950,{},senang
378,378,378,378,Tue Feb 13 13:50:43 +0000 2024,1757401921332404467,jelang milu gelar besok rabu februari pasang amin optimis menang pilih presiden amp wakil presiden lebih kampanye akhir jakarta internasional stadium jis juta orang ikut hadir,0,3,1,2,in,839661295800496128,1757401921332404467,DidahFaridahAli,https://twitter.com/DidahFaridahAli/status/1757401921332404467,{},marah
379,379,379,379,Tue Feb 13 13:50:31 +0000 2024,1757401868928757817,lah kapai buang duit buat milu kalo form bukti kagak langsung tunjuk siapa the next presiden selesai u- gila duit dibagiin sini kisar - ribu perorangm tadi teman gue diapet wajah tersenyum lebar dan berkeringat benarbenar duit gede jalan gue fix golput wkwkwk,0,1,0,0,in,1452903590,1757400264410325058,pempekteri,https://twitter.com/pempekteri/status/1757401868928757817,{},netral
380,380,380,380,Tue Feb 13 13:50:04 +0000 2024,1757401757242753441,milu selesai datang masa dukung kalah teriak dukung menang tuh kan siapa presiden pilih wajah gembira dengan mata bahagia,0,0,0,1,in,1078986413775904768,1757401757242753441,nandaarfb,https://twitter.com/nandaarfb/status/1757401757242753441,{},senang
381,381,381,381,Tue Feb 13 13:49:11 +0000 2024,1757401533812203665,presiden joko widodo jokowi resmi naik tunjang kerja tukin pegawai bawaslu lalu pres no tahun ditandatangani februari arti atur tetap hari coblos milu,0,0,0,0,in,1460142601449840652,1757401533812203665,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1757401533812203665,{},marah
383,383,383,383,Tue Feb 13 13:48:24 +0000 2024,1757401339284607452,badan awas milu bawaslu ri aku syukur putus presiden joko widodo naik tunjang kerja tukin asn bawaslu lt,0,0,0,5,in,23343960,1757401339284607452,kompascom,https://twitter.com/kompascom/status/1757401339284607452,{},netral
384,384,384,384,Tue Feb 13 13:48:10 +0000 2024,1757401278060376325,momen politik tahun indonesia selenggara pilih umum milu legislatif presiden-wakil presiden,0,1,1,4,in,1235415112904617984,1757401122510389343,FNKSDA,https://twitter.com/FNKSDA/status/1757401278060376325,{},senang
385,385,385,385,Tue Feb 13 13:47:58 +0000 2024,1757401230144618754,indonesia siap guna ai robot kotak dengan surat suara amp buku ide presiden dpr edisi milu tunjuk minat manfaat teknologi ai laksana milu indonesia robot kotak dengan surat suara,0,1,0,0,in,61208352,1757401230144618754,Lintasarta,https://twitter.com/Lintasarta/status/1757401230144618754,{},senang
386,386,386,386,Tue Feb 13 13:46:43 +0000 2024,1757400915336995064,besok februari first time ikut milu siapa jadi next presiden wakil moga amanah visi misi,0,1,0,0,in,1470349934612271105,1757400915336995064,avomachado,https://twitter.com/avomachado/status/1757400915336995064,{},netral
388,388,388,388,Tue Feb 13 13:46:17 +0000 2024,1757400803013488759,- ketidaknetralan presiden uu atur - gagal bawaslu awas milu - kpu masalah tahap verifikasi evidence partai gelora - shadowing partai politik partai ummat partai pkn partai gelora - langgar etik ketua kpu,0,1,0,0,in,1329612378841829376,1757400788555772158,isrydd,https://twitter.com/isrydd/status/1757400803013488759,{},senang
390,390,390,390,Tue Feb 13 13:45:20 +0000 2024,1757400566588903500,u- berkas milu mungkin golput tetap hak kritik kerja bakal presiden memang rasa janji tepat progres nihil,0,0,0,0,in,3308652828,1757400566588903500,saturneedish,https://twitter.com/saturneedish/status/1757400566588903500,{},senang
391,391,391,391,Tue Feb 13 13:44:27 +0000 2024,1757400343774982383,jelang milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden realita jis,0,0,0,0,in,1627138310878658560,1757400343774982383,Jakajako452Jaka,https://twitter.com/Jakajako452Jaka/status/1757400343774982383,{},senang
393,393,393,393,Tue Feb 13 13:43:42 +0000 2024,1757400153764282821,malam punya pilih siapa pilih jadi presiden milu ikhlas hati hancur pihak-pihak usaha jadi oposisi kuat kontrol perintah,0,0,0,0,in,67545055,1757400153764282821,anndyriyan,https://twitter.com/anndyriyan/status/1757400153764282821,{},netral
394,394,394,394,Tue Feb 13 13:43:32 +0000 2024,1757400110953275892,rileks diri pak semangat pak moga bapak menang jadi presiden api milu kemarin pilih jokowi saat milu besok pilih ganjar,0,0,0,0,in,1556893854892457985,1757325275485151440,galangmhndra,https://twitter.com/galangmhndra/status/1757400110953275892,{},senang
395,395,395,395,Tue Feb 13 13:42:50 +0000 2024,1757399937195901142,karpet merah investasi proses jauh partisipasi publik justru eksploitasi sumber daya alam manusia presiden jokowi justru laku penyalahgunaan kuasa syarat capres-cawapres milu mahkamah konstitusi cawe-cawe bentuk,0,1,0,0,in,198228819,1757398447202902403,bem_unpad,https://twitter.com/bem_unpad/status/1757399937195901142,{},senang
397,397,397,397,Tue Feb 13 13:39:56 +0000 2024,1757399208838283618,besar dinasti politik jokowi bukan fokus u- negara presiden jokowi justru sibuk laku intervensi langsung milu saat ada masa perintah presiden jokowi sedang carut marut turun kualitas demokrasi indeks,0,2,2,1,in,198228819,1757398447202902403,bem_unpad,https://twitter.com/bem_unpad/status/1757399208838283618,{},senang
398,398,398,398,Tue Feb 13 13:39:45 +0000 2024,1757399159521611816,milu gue rada diam kaya enggak terlalu garang nyerocos nyata pilih awal diumumin kandidat bakal presiden cawapres hari jadi ubah sudut pandang gue tiga calon presiden awal kecewa harap,0,1,1,0,in,203827788,1757399159521611816,napbilaa,https://twitter.com/napbilaa/status/1757399159521611816,{},senang
403,403,403,403,Tue Feb 13 13:37:56 +0000 2024,1757398703739224497,pesta pilih presiden cepat selesai enggak capek banget sama timeline ribut saling sindir saling hate satu sama kembali timeline gua milu anjing wajah terlalu lelah jari tengah,0,0,0,0,in,1572307986277888003,1757398703739224497,vlucages,https://twitter.com/vlucages/status/1757398703739224497,{},senang
404,404,404,404,Tue Feb 13 13:37:14 +0000 2024,1757398529373561117,jujur gue reng minat sama milu soal gue ketemu presiden jajar kepala lain gue capai konklusi kalau semua atas penting penting sendiri jadi mau paslon berapa kalo jajar bobrok sama aja,0,1,0,0,in,1409153749205934084,1757398529373561117,momoyayaya,https://twitter.com/momoyayaya/status/1757398529373561117,{},senang
405,405,405,405,Tue Feb 13 13:36:36 +0000 2024,1757398368622653628,tahun lalu lawan pak jokowi pak prabowo jadi maksud mending pak prabowo jadi presiden skrg lah milu sekarang pak prabowo nyalonin diri tuh yaudah pilih wkwkwkwk,0,0,0,0,in,1361266974563602432,1757398368622653628,monologakun,https://twitter.com/monologakun/status/1757398368622653628,{},senang
406,406,406,406,Tue Feb 13 13:36:27 +0000 2024,1757398328617451523,pengin papua lebih baik mata pilih anies tokoh radikal garis keras dukung bayang anggota opm aktif kampanye ikut milu anies presiden dengar rangkul,0,0,0,2,in,87234890,1756996335201587459,alpha_n,https://twitter.com/alpha_n/status/1757398328617451523,{},senang
407,407,407,407,Tue Feb 13 13:35:33 +0000 2024,1757398105962762697,sahabat sekali segala rendah hati mohon unt milu besok pagi niat ihlas coblos calon presiden no anies r baswedan atas rela ucap terimakasih melipat tangan,0,0,0,1,in,1205142527528951808,1757398105962762697,Santoso6910,https://twitter.com/Santoso6910/status/1757398105962762697,{},netral
408,408,408,408,Tue Feb 13 13:35:29 +0000 2024,1757398085217431861,gue deg deg an gara gara besok milu akhir bakal ganti presiden resmi jadi top of the policy maker this country either beri harap hidup depan patah semangat tahan jadi backbone negara rapuh wajah menangis keras wajah menangis keras wajah menangis keras wajah menangis keras,0,0,0,0,in,1282664724333641731,1757398085217431861,slythercards,https://twitter.com/slythercards/status/1757398085217431861,{},senang
409,409,409,409,Tue Feb 13 13:34:38 +0000 2024,1757397871664746668,cuma keluar uneg milu inti siapa pilih kalian tanggung jawab atas ada sdm bangun infrastruktur memang penting please presiden lanjut lebih fokusdan gedein anggar bina kembang sdm,0,2,0,1,in,71760193,1757395013112402301,alansialan,https://twitter.com/alansialan/status/1757397871664746668,{},netral
411,411,411,411,Tue Feb 13 13:33:55 +0000 2024,1757397694480580796,tadi sore ikut aji ustadz tipis-tipis bahasa milu besok kata beliau siapa tetap jadi menang taat pimpin siapa presiden tetap manusia keluh,0,1,0,0,in,2472146192,1757397694480580796,YOOAMIMI,https://twitter.com/YOOAMIMI/status/1757397694480580796,{},senang
